timestamp,restaurantId,cornerId,queue_len
2026-01-12T08:20:00+09:00,hanyang_plaza,breakfast_1000,4
2026-01-12T08:21:00+09:00,hanyang_plaza,breakfast_1000,4
2026-01-12T08:22:00+09:00,hanyang_plaza,breakfast_1000,6
2026-01-12T08:23:00+09:00,hanyang_plaza,breakfast_1000,6
2026-01-12T08:24:00+09:00,hanyang_plaza,breakfast_1000,5
2026-01-12T08:25:00+09:00,hanyang_plaza,breakfast_1000,4
2026-01-12T08:26:00+09:00,hanyang_plaza,breakfast_1000,7
2026-01-12T08:27:00+09:00,hanyang_plaza,breakfast_1000,6
2026-01-12T08:28:00+09:00,hanyang_plaza,breakfast_1000,7
2026-01-12T08:29:00+09:00,hanyang_plaza,breakfast_1000,6
2026-01-12T08:30:00+09:00,hanyang_plaza,breakfast_1000,7
2026-01-12T08:31:00+09:00,hanyang_plaza,breakfast_1000,6
2026-01-12T08:32:00+09:00,hanyang_plaza,breakfast_1000,8
2026-01-12T08:33:00+09:00,hanyang_plaza,breakfast_1000,7
2026-01-12T08:34:00+09:00,hanyang_plaza,breakfast_1000,5
2026-01-12T08:35:00+09:00,hanyang_plaza,breakfast_1000,5
2026-01-12T08:36:00+09:00,hanyang_plaza,breakfast_1000,6
2026-01-12T08:37:00+09:00,hanyang_plaza,breakfast_1000,6
2026-01-12T08:38:00+09:00,hanyang_plaza,breakfast_1000,6
2026-01-12T08:39:00+09:00,hanyang_plaza,breakfast_1000,5
2026-01-12T08:40:00+09:00,hanyang_plaza,breakfast_1000,6
2026-01-12T08:41:00+09:00,hanyang_plaza,breakfast_1000,3
2026-01-12T08:42:00+09:00,hanyang_plaza,breakfast_1000,4
2026-01-12T08:43:00+09:00,hanyang_plaza,breakfast_1000,4
2026-01-12T08:44:00+09:00,hanyang_plaza,breakfast_1000,6
2026-01-12T08:45:00+09:00,hanyang_plaza,breakfast_1000,6
2026-01-12T08:46:00+09:00,hanyang_plaza,breakfast_1000,8
2026-01-12T08:47:00+09:00,hanyang_plaza,breakfast_1000,9
2026-01-12T08:48:00+09:00,hanyang_plaza,breakfast_1000,8
2026-01-12T08:49:00+09:00,hanyang_plaza,breakfast_1000,6
2026-01-12T08:50:00+09:00,hanyang_plaza,breakfast_1000,7
2026-01-12T08:51:00+09:00,hanyang_plaza,breakfast_1000,8
2026-01-12T08:52:00+09:00,hanyang_plaza,breakfast_1000,5
2026-01-12T08:53:00+09:00,hanyang_plaza,breakfast_1000,5
2026-01-12T08:54:00+09:00,hanyang_plaza,breakfast_1000,7
2026-01-12T08:55:00+09:00,hanyang_plaza,breakfast_1000,7
2026-01-12T08:56:00+09:00,hanyang_plaza,breakfast_1000,8
2026-01-12T08:57:00+09:00,hanyang_plaza,breakfast_1000,7
2026-01-12T08:58:00+09:00,hanyang_plaza,breakfast_1000,6
2026-01-12T08:59:00+09:00,hanyang_plaza,breakfast_1000,6
2026-01-12T09:00:00+09:00,hanyang_plaza,breakfast_1000,9
2026-01-12T09:01:00+09:00,hanyang_plaza,breakfast_1000,11
2026-01-12T09:02:00+09:00,hanyang_plaza,breakfast_1000,9
2026-01-12T09:03:00+09:00,hanyang_plaza,breakfast_1000,10
2026-01-12T09:04:00+09:00,hanyang_plaza,breakfast_1000,10
2026-01-12T09:05:00+09:00,hanyang_plaza,breakfast_1000,9
2026-01-12T09:06:00+09:00,hanyang_plaza,breakfast_1000,13
2026-01-12T09:07:00+09:00,hanyang_plaza,breakfast_1000,10
2026-01-12T09:08:00+09:00,hanyang_plaza,breakfast_1000,8
2026-01-12T09:09:00+09:00,hanyang_plaza,breakfast_1000,13
2026-01-12T09:10:00+09:00,hanyang_plaza,breakfast_1000,15
2026-01-12T09:11:00+09:00,hanyang_plaza,breakfast_1000,13
2026-01-12T09:12:00+09:00,hanyang_plaza,breakfast_1000,13
2026-01-12T09:13:00+09:00,hanyang_plaza,breakfast_1000,14
2026-01-12T09:14:00+09:00,hanyang_plaza,breakfast_1000,15
2026-01-12T09:15:00+09:00,hanyang_plaza,breakfast_1000,15
2026-01-12T09:16:00+09:00,hanyang_plaza,breakfast_1000,15
2026-01-12T09:17:00+09:00,hanyang_plaza,breakfast_1000,14
2026-01-12T09:18:00+09:00,hanyang_plaza,breakfast_1000,16
2026-01-12T09:19:00+09:00,hanyang_plaza,breakfast_1000,12
2026-01-12T09:20:00+09:00,hanyang_plaza,breakfast_1000,14
2026-01-12T09:21:00+09:00,hanyang_plaza,breakfast_1000,15
2026-01-12T09:22:00+09:00,hanyang_plaza,breakfast_1000,13
2026-01-12T09:23:00+09:00,hanyang_plaza,breakfast_1000,10
2026-01-12T09:24:00+09:00,hanyang_plaza,breakfast_1000,12
2026-01-12T09:25:00+09:00,hanyang_plaza,breakfast_1000,10
2026-01-12T09:26:00+09:00,hanyang_plaza,breakfast_1000,7
2026-01-12T09:27:00+09:00,hanyang_plaza,breakfast_1000,8
2026-01-12T09:28:00+09:00,hanyang_plaza,breakfast_1000,11
2026-01-12T09:29:00+09:00,hanyang_plaza,breakfast_1000,7
2026-01-12T09:30:00+09:00,hanyang_plaza,breakfast_1000,6
2026-01-12T09:31:00+09:00,hanyang_plaza,breakfast_1000,8
2026-01-12T09:32:00+09:00,hanyang_plaza,breakfast_1000,5
2026-01-12T09:33:00+09:00,hanyang_plaza,breakfast_1000,5
2026-01-12T09:34:00+09:00,hanyang_plaza,breakfast_1000,6
2026-01-12T09:35:00+09:00,hanyang_plaza,breakfast_1000,7
2026-01-12T09:36:00+09:00,hanyang_plaza,breakfast_1000,6
2026-01-12T09:37:00+09:00,hanyang_plaza,breakfast_1000,6
2026-01-12T09:38:00+09:00,hanyang_plaza,breakfast_1000,4
2026-01-12T09:39:00+09:00,hanyang_plaza,breakfast_1000,8
2026-01-12T09:40:00+09:00,hanyang_plaza,breakfast_1000,7
2026-01-12T09:41:00+09:00,hanyang_plaza,breakfast_1000,5
2026-01-12T09:42:00+09:00,hanyang_plaza,breakfast_1000,3
2026-01-12T09:43:00+09:00,hanyang_plaza,breakfast_1000,5
2026-01-12T09:44:00+09:00,hanyang_plaza,breakfast_1000,6
2026-01-12T09:45:00+09:00,hanyang_plaza,breakfast_1000,6
2026-01-12T09:46:00+09:00,hanyang_plaza,breakfast_1000,4
2026-01-12T09:47:00+09:00,hanyang_plaza,breakfast_1000,5
2026-01-12T09:48:00+09:00,hanyang_plaza,breakfast_1000,6
2026-01-12T09:49:00+09:00,hanyang_plaza,breakfast_1000,7
2026-01-12T09:50:00+09:00,hanyang_plaza,breakfast_1000,6
2026-01-12T09:51:00+09:00,hanyang_plaza,breakfast_1000,6
2026-01-12T09:52:00+09:00,hanyang_plaza,breakfast_1000,6
2026-01-12T09:53:00+09:00,hanyang_plaza,breakfast_1000,5
2026-01-12T09:54:00+09:00,hanyang_plaza,breakfast_1000,6
2026-01-12T09:55:00+09:00,hanyang_plaza,breakfast_1000,7
2026-01-12T09:56:00+09:00,hanyang_plaza,breakfast_1000,5
2026-01-12T09:57:00+09:00,hanyang_plaza,breakfast_1000,8
2026-01-12T09:58:00+09:00,hanyang_plaza,breakfast_1000,6
2026-01-12T09:59:00+09:00,hanyang_plaza,breakfast_1000,5
2026-01-12T10:00:00+09:00,hanyang_plaza,breakfast_1000,6
2026-01-12T10:01:00+09:00,hanyang_plaza,breakfast_1000,7
2026-01-12T10:02:00+09:00,hanyang_plaza,breakfast_1000,4
2026-01-12T10:03:00+09:00,hanyang_plaza,breakfast_1000,9
2026-01-12T10:04:00+09:00,hanyang_plaza,breakfast_1000,10
2026-01-12T10:05:00+09:00,hanyang_plaza,breakfast_1000,7
2026-01-12T10:06:00+09:00,hanyang_plaza,breakfast_1000,6
2026-01-12T10:07:00+09:00,hanyang_plaza,breakfast_1000,5
